id,name,latitude,longitude
0500FWIMB016,Waggoners Way,52.51134280503906,0.08024116788456058
0500HABBR004,Foxenfields,52.38612813825771,-0.19204211468464658
0500HABBR003,Foxenfields,52.38609399285932,-0.19216106739752145
0500HABBY003,High Green,52.1942656312343,-0.20765052350936714
0500HABBY002,High Green,52.194221589795674,-0.2077108201788601
0500HABBY004,Vicarage Farmyard,52.193859549188204,-0.20577943991644077
0500HABBY001,Vicarage Farmyard,52.19393143706895,-0.20577654518317914
0500CCITY537,Dame Mary Archer Way,52.17311614206434,0.1413221539249595
0500CCITY536,Dame Mary Archer Way,52.17311007610505,0.1411609865756043
0500CCITY542,Francis Crick Avenue,52.17393216144372,0.13350753314455502
0500CCITY543,Francis Crick Avenue,52.175254683301965,0.13396572078191746
0500HALCW006,Hill Top Cottages,52.38448301916319,-0.26280258929147177
0500HALCW007,Hill Top Cottages,52.38456497210923,-0.2628728423348387
0500HALCW004,Alconbury Hill,52.386940530145374,-0.2575041362470273
0500HALCW001,Alconbury Hill,52.38871432965729,-0.2582866160963717
0500HAWEA003,Swynford Road,52.369304550246,-0.23600318355199457
0500HAWEA001,The Boulevard,52.3724544675463,-0.24223847795204453
0500HAWEA004,Swynford Road,52.36987350458355,-0.2367737335471083
0500HAWEA002,The Boulevard,52.37259802339898,-0.24221808806027517
0500AWEA007,Carnaile Road,52.37278798439926,-0.23746561776813074
0500HAWEA008,Harding Way,52.3727938808836,-0.23304363571231146
0500HAWEA007,Harding Way,52.3727141058181,-0.23312027056422552
0500HAWEA010,Pinner Lane,52.37026640912743,-0.2317783956080396
0500HAWEA009,Pinner Lane,52.36996442225347,-0.23262774372838824
0500HAWEA005,Senliz Road,52.37427797798145,-0.2415196837468872
0500HAWEA006,Senliz Road,52.374075918958205,-0.24123389800934286
0500AWEA006,Senliz Road,52.374075918958205,-0.24123389800934286
0500HALCW005,Buckworth Road,52.37463829584763,-0.2708134391039759
0500HALCW002,Buckworth Road,52.3743734043611,-0.27052997312701604
0500HALCW008,Hamerton Road,52.377940936457016,-0.2685541057818149
0500HALCW003,Hamerton Road,52.377421899078534,-0.2687213252663286
0500HALCY011,The Maltings,52.369508190897044,-0.2594388336385366
0500HALCY010,The Maltings,52.36970480121739,-0.2593576590438986
0500HALCY003,RAF Main Gate,52.3724544675463,-0.24223847795204453
0500HALCY004,RAF Main Gate,52.37259802339898,-0.24221808806027517
0500HALCY005,Coulson Way,52.36748841228634,-0.25904820041697596
0500HALCY009,Coulson Way,52.36758108337618,-0.25923550621512975
0500HALCY006,Manor Lane,52.3713591083088,-0.2569128934677476
0500HALCY008,Spinney Lane,52.36952616371042,-0.254561358440432
0500HALCY007,Spinney Lane,52.36981826725453,-0.25485831566160927
0500HALCY001,Mill Road,52.36718268668933,-0.26210069394486774
0500HALCY002,Mill Road,52.367240704162704,-0.26237749446638803
0500HALCY012,Manor Lane,52.371633339877405,-0.25782755160250154
0500EHADM004,The Borough,52.33934574545762,0.12005861937072887
0500EHADM003,The Borough,52.33934258633495,0.12023462675875778
0500HALWA002,Oundle Road,52.54807437958618,-0.3308740676231447
0500HALWA001,Post Office,52.54851881771234,-0.3286006621389163
0500CCITY244,Mere Way,52.22787046330262,0.12427587360081713
0500CCITY293,Mere Way,52.22769107173117,0.12475052830324515
0500SIMPI006,Blackhall Road,52.230988879025524,0.11134760942899107
0500SIMPI022,Blackhall Road,52.23097780041986,0.11146423608724751
0500CCITY385,Brownlow Road,52.22737572934792,0.11176187957217396
0500CCITY007,Carisbrooke Road,52.22427886808821,0.11196632551105705
0500CCITY381,Brownlow Road,52.227722972362216,0.11195407503417652
0500CCITY015,Carisbrooke Road,52.22407728703262,0.11217638570233973
0500SIMPI023,Howgate Road,52.231061022690895,0.114850968328023
0500SIMPI011,Howgate Road,52.23198456063722,0.11499737978453264
0500CCITY398,Ellesmere Road,52.22707791689234,0.12284697241197838
0500SIMPI013,Crispin Close,52.23086978329802,0.11749244651091038
0500SIMPI009,Daisy Close,52.23011256691947,0.11609453769743841
0500SIMPI007,Crispin Close,52.2308838132196,0.11771277473498278
0500SIMPI008,Daisy Close,52.23019237524631,0.1161569086330262
0500SIMPI010,Sunset Square,52.22916542201027,0.11525874534318899
0500SIMPI001,Sunset Square,52.229016555088656,0.11453414106907313
0500SARRI001,Church Lane,52.134584791566304,-0.06132760467238866
0500SARRI004,Church Lane,52.1344812885663,-0.061595114146442975
0500SARRI003,Ermine Way,52.13198976894005,-0.05990609751287614
0500SWIMP004,Ermine Way,52.13195094456345,-0.05973245053372149
0500SWIMP002,Whitehall Farm,52.12642349309187,-0.05715297957050204
0500SARRI002,Whitehall Farm,52.12639894267548,-0.057300140857590276
0500EASHL002,Silverley Way,52.224127644023895,0.48442890643835546
0500EASHL004,Silverley Way,52.224121434052506,0.4842967749863227
0500EASHL001,Chapel Row,52.226655300268206,0.4848189959348289
0500EASHL003,Chapel Row,52.22689996756216,0.4847301554272357
0500ASHWELC0,Ashwell & Morden Rail Station,52.03079789346909,-0.10981687375403815
0500SBABR004,Cambridge Lodge,52.139249091274884,0.20395518722060746
0500SBABR003,High Street,52.13376704089362,0.2133871566731967
0500SBABR002,Cambridge Lodge,52.13936451629426,0.20403395720861783
0500SBABR001,High Street,52.1334037254672,0.21453812459517252
0500SBALS004,Fox Road,52.1334524196069,0.30810359898984213
0500SBALS001,May's Avenue,52.132969744789484,0.3143765657335135
0500SBALS002,Fox Road,52.13336230191155,0.30811355238062615
0500SBALS005,May's Avenue,52.132688689772436,0.31586705908379525
0500SBALS003,West Wratting Road,52.131283498781514,0.32010465489692846
0500SBALS006,West Wratting Road,52.131384611251626,0.31999301444611644
0500SBARH003,Saxon Way,52.25605637726264,0.022617431068067233
0500SBARH007,Acorn Avenue,52.25449453734394,0.025081096921642666
0500SBARH004,Apple Trees,52.2496467219937,0.019908596926806413
0500SBARH006,Chestnut Rise,52.24903434391877,0.028875754569598153
0500SBARH014,Field View,52.24717082704323,0.01693954032079426
0500SBARH009,Hill Crest,52.24875979431303,0.024966403132353602
0500SBARH013,Hollytrees,52.25278749306129,0.02866610032660756
0500SBARH012,Cambridge Crematorium,52.24425955069498,0.050220151469963316
0500SBARH008,Menzies Hotel,52.25550458942121,0.024907330192928928
0500SBARH002,Little Meadow,52.247640865729295,0.013108089689949384
0500SBARH005,Pheasant Rise,52.25095000574225,0.012041932758216089
0500SBARH011,Superstore,52.25452545700825,0.019602805102700835
0500SBARH001,The Spinney,52.248470314133556,0.018243700109514496
0500SBARH010,Viking Way,52.25409265397693,0.014411181276032923
0500HBARW006,St Giles's Church,52.3655319267386,-0.3309624758402821
0500HBARW002,The Grange,52.3641836219878,-0.33226169751258855
0500HBARW001,St Giles's Church,52.36546148746107,-0.33106794361666997
0500HBARW003,The Grange,52.36422081023586,-0.33234842001412745
0500SBARR007,Glebe Road,52.12878473723029,0.042547640138017616
0500SBARR009,Glebe Road,52.1288234583128,0.042388697353583936
0500SBARR008,Glebe Road,52.12898911082185,0.04268848143399339
0500SBARR004,Primary School,52.13102248320301,0.038982620065632426
0500SBARR001,Mill Lane,52.1272617895908,0.03337606576088634
0500SBARR005,Mill Lane,52.12736935580788,0.03339557310353279
0500SBARR003,Slid Lane,52.12832910994794,0.03717947555886204
0500SBARR006,Slid Lane,52.128247489902215,0.037219582753415005
0500SBARR011,West Green,52.126106330699976,0.026325543277544106
0500SBARR010,West Green,52.126186190953604,0.026387604331558966
0500SBARR002,Orwell Road,52.12608103361828,0.027274007442642596
0500SBARR012,Orwell Road,52.126162901487305,0.027219285764668123
0500SLINT010,Little Barham Hall,52.083184230650126,0.31045661427910387
0500SLINT009,Little Barham Hall,52.08310366728718,0.3104378564417503
0500SBARN001,New Road,52.18349260709859,0.06775700785268782
0500SBARN008,New Road,52.183055438462624,0.06756118758349813
0500SBARN015,Foxcotte Farm,52.18532200544556,0.050009244370765045
0500SBARN016,Foxcotte Farm,52.18525165239026,0.049918234995270046
0500SBARN014,Woodland Burial Ground,52.186037312785736,0.045580266770043315
0500SBARN013,Woodland Burial Ground,52.18612614557261,0.0456428608573864
0500SBARN007,New Road,52.183083120655375,0.06649461358982058
0500SBARN012,High Street,52.18228049394913,0.055822904557198655
0500SBARN002,Kings Grove,52.183083714795586,0.060292290331046904
0500SBARN010,High Street,52.18244585178146,0.05613771881025917
0500SBARN006,Kings Grove,52.18302082262056,0.06028938306192455
0500SBARN003,New Road,52.18299429928761,0.06643198268802608
0500SBARN004,Haslingfield Road,52.176613872295725,0.05850141264779856
0500SBARN005,Holben Close,52.17814598821082,0.06241894645122588
0500SBARN009,Haslingfield Road,52.17672474821759,0.058331019356851574
0500SBARN011,Holben Close,52.17783297420148,0.06129285391364621
0500ESOHA027,Barway Road,52.358269219960114,0.2726302487145096
0500ESOHA028,Barway Road,52.3582057739686,0.2726563656895181
0500SBASS016,Village College,52.07532072670631,-0.06083187466865727
0500SBASS002,Elm Tree Drive,52.07855789440285,-0.051570508640757684
